string2 0,string 1
hazama_99_090_2,"Я заметил тенденцию к тому, что храбрым Дигимонам легче
наращивать силу атаки, в то время как заботливые Дигимоны могут
похвастаться более высокой защитой."
hazama_99_090_3,"Другие личности, похоже, осваивают особые навыки, такие как
""Первый в очереди"" и ""Встречный""."
hazama_99_100_1,Мой Агумон превратился в Греймона и выучил Мега Пламя.
hazama_99_100_2,"Возможность провести физическую атаку стихией огня, поражающую
всех врагов, чрезвычайно хороша. Это должно компенсировать
низкую защиту Дигимона."
hazama_99_100_3,"Далее, может быть, я попробую попросить Дигимона с низким
уровнем Духа научиться чему-нибудь эффективному, например,
Падению Магмы."
hazama_99_100_4,"Тем не менее, раздражает невозможность оценить характеристики
противника, не сразившись с ним сначала. Если бы только был
какой-то способ узнать его статистику заранее..."
hazama_99_110_1,"72-й... нет, 73-й день с момента прибытия сюда. Моё ощущение
времени становится всё более и более неопределённым."
hazama_99_110_2,"Я изрядно изучил Цифровой мир, но до сих пор не нашёл способа
вернуться домой."
hazama_99_110_3,"Тем не менее, я по-прежнему поражён полиморфизмом Дигимонов. Все
они преобразуются в формы, наиболее подходящие для их среды
обитания."
hazama_99_110_4,"Более того, несмотря на то, что предполагается, что это всего
лишь программы, временами я ловлю себя на том, что думаю о них
как о разумных существах, подобных людям."
hazama_99_120_1,"Я столкнулся с Дигимоном, способным к джогресс-эволюции.
Посмотрим, смогу ли я вспомнить комбинацию..."
hazama_99_120_2,"О, да... ЭнджВомон и ЛедиДевимон. Должны быть и другие
подобные... Мне просто нужно поискать ещё."
hazama_99_130_1,"Этот «Молот Тора» Зудомона, похоже, сделан из чрезвычайно ценного металла, который называют «хромдигизоидным металлом»."
hazama_99_130_2,"Похоже, тебе понадобится помощь ЛоадерЛеомона, чтобы добыть руду хромдигизоида, необходимую для его изготовления."
hazama_99_140_1,"Они были серьёзно ранены во время добычи полезных ископаемых, но
полностью выздоровели благодаря помощи Венусмон в кратчайшие
сроки."
hazama_99_140_2,"Согласно Венусмон, чем выше ДУХ человека, тем больше его
способность заживлять раны."
hazama_99_150_1,Я нашёл странный предмет... Диги-Яйцо.
hazama_99_150_2,"По словам Виззардмон, его используют для эволюции в броневые
формы."
hazama_99_160_1,Я наткнулся на таинственный предмет... Дух.
hazama_99_160_2,"По словам Виззардмон, его используют для эволюции в гибридные
формы."
hazama_99_170_1,"Некоторые дигимоны позволяют людям кататься на них. Особенно
хороши Бёрдрамон и Гарурумон."
hazama_99_170_2,"Но больше всего мне нравится разъезжать по окрестностям на
дорогом мотоцикле Вельземона ""Бегемот""."
hazama_99_180_1,"Дигимон может двигаться с поразительной скоростью. Из тех, что я
видел, Вингдрамон был ослепительно быстр."
hazama_99_180_2,"Я почти уверен, что они достигают... да, примерно 20 махов.
Огненное звуковое дыхание, которое они выпускают при движении с
такой скоростью, также вызывает ужас."
hazama_99_190_1,"Сегодня я нашёл Дигимон, который работает даже быстрее, чем
Вингдрамон."
hazama_99_190_2,"Я видел их всего секунду, но слышал, что их зовут
МагнаГарурумон."
hazama_99_200_1,"Я слышал, что Цифровой мир является домом для группы Дигимонов,
известных как ""Семь Великих Повелителей Демонов""..."
hazama_99_200_2,"Предположительно, они находятся в регионе, называемом Тёмной
Зоной. Я нанесу туда визит, если у меня будет такая возможность."
hazama_02_210_10,"Глюп-бляп-бляп... Глянец, глянец, слизь... ♪ Мне нравится...
петь... Вы поёте... вместе...?"
hazama_02_211_10,"Ладно, а теперь пошли за выпивкой! Пока у меня есть мой любимый
напиток, я могу делать всё, что угодно!"
hazama_02_212_10,"Кит, кит! Запрыгивай ко мне на спину и давай поплывём в открытое
море! Йохохо! Веселье ждёт!"
hazama_02_213_10,"Я доверю тебе выбрать, куда направить мою мощь. Без сомнения, ты
найдёшь ей хорошее применение."
hazama_03_300_10,"———Ваша заявка на участие в гонке Пекмон принята.
——— Пожалуйста, используйте своё устройство, чтобы получить
доступ к стойке регистрации!"
hazama_03_300_20,"———Ваша заявка на участие в гонке Пекмон аннулирована.
———Мы надеемся, что вы сможете принять участие в следующий раз!"
hazama_03_310_10,"Хохо! ♪ Будь то пение или гонки, я просто знаю, что с тобой всё
будет веселее!"
hazama_03_311_10,"Ии-хи-хи! Договор подписан! Теперь я пробуждаю дремлющий в тебе
магический талант!"
hazama_03_312_10,"Я отвезу тебя, куда захочешь! Главное, чтобы ты оценил мою
скорость!"
hazama_03_313_10,"Я регулярно провожу техническое обслуживание своего
оборудования, поэтому звоните мне, когда тебе понадобится.
Спасибо!"
hazama_04_415_10,"Теперь я, наконец, могу поделиться своим материалом с внешним
миром! Давайте сметём всех большой волной комедии!"
hazama_04_416_10,"Пожалуйста, позвольте мне присоединиться к вашей группе. Я
покажу вам своё поразительное тактическое мастерство."
hazama_04_417_10,"Мне не нужен повод для драки. Если кто-то доставит тебе
неприятности, просто дай мне разобраться с ними."
hazama_04_418_10,"С этого момента я буду работать для тебя в меру своих
возможностей. Просто отплатите мне сладким нектаром!"
hazama_05_510_10,"Я немедленно начну твоё обучение мистическим искусствам!
Совершенно особое мистическое искусство... искусство подружиться
со мной!"
hazama_05_511_10,"Давненько у меня не было хорошей драки... и мне не терпится
уйти! Просто прикрывай мою спину!"
hazama_05_515_10,"Хе-хе... Это был отличный напиток. С нетерпением жду возможности
поделиться с вами ещё..."
hazama_05_513_10,"В трудные времена сразу же обращайся ко мне. На твоих плечах
слишком большая ноша."
hazama_08_810_10,"Спасибо, что взял меня с собой! Гугу! Теперь я могу заниматься
весёлыми вещами! Гага!"
hazama_08_811_10,"ПРИМЕНЯЕТСЯ ПОСЛЕДНИЙ ПАТЧ... 99%. БИП, БИП... 100%... ПАТЧ
УСПЕШНО ПРИМЕНЁН. ЗДРАВСТВУЙТЕ! Я АНДРОМОН! Я РАД БЫТЬ У ВАС НА
СЛУЖБЕ!"
hazama_08_818_10,"Спасибо, что вытащила меня оттуда! Я отнесу тебя туда, куда тебе
нужно!"
hazama_08_813_10,"Я чувствую, что ты сражаешься со многими жестокими врагами...
Поэтому я клянусь своим клинком, что сохраню твою жизнь."
hazama_02_220_10,"Добро пожаловать! Это Зал Опыта. Сражайтесь в соответствии со
своими текущими способностями и заработайте много опыта!"
hazama_02_220_20,"Добро пожаловать! Это Золотой Зал. Сражайтесь в соответствии со
своими текущими способностями и заработайте много иен!"
hazama_02_220_30,"Добро пожаловать! Это Зал Материалов. Сражайтесь в соответствии
со своими текущими способностями и заработайте много материалов!"
hazama_02_220_40,"Когда вы устанете и захотите всё бросить, просто выйди за дверь!
Делай столько, сколько хочешь, когда захочешь. Превзойди себя!"
common_world_0001,Общие Мировые Линии
flag_1000,Флаг 1000
world_d0201_0001,О Центральном городе
fire_0001,Огненный Дигимон
mirei_0001,Цифровая Ферма
mirei_0002,"Говоря ""Да"" Специальному обучению на Цифровой Ферме"
mirei_0003,"Говорю ""Нет""."
recovery_start,"Режим регенерации активирован. ОЗ/ОС дигимонов будут
полностью восстановлены через {n0} секунд..."
recovery_end,"Режим регенерации завершён. ОЗ/ОС дигимона полностью
восстановлены."
full_recovery,"Медицинское обследование дигимона завершено. ОЗ/ОС
дигимона полностью восстановлены."
evolution_possible,"Теперь Дигимон {fc9может эволюционировать}. Подробности смотрите
через {fc15Дигивайс > Дигимон > Эволюция}."
kizuna_possible,"Новые {fc9Навыки Агента} теперь доступны для изучения.
Просмотрите их в разделе {fc15Дигивайс > Агент > Навыки Агента}."
digifarm_training_01,"Обучение {fc9{d0}} завершено. Если хочешь продолжить
тренировки, дай знать."
digifarm_training_02,"Очень хорошо. Оно продолжит тренироваться в том же режиме.
Обязательно время от времени проверяйте Цифровую Ферму."
tut_2006,Документ: «Дополнительные навыки»
