type,risk,occurrences,source_variants,files,template,example_keys,source_examples,note
repeated_ngram,low,30,12,1,сочувствующий общительный дружелюбный и оппортунист на,patch_text01:102 | patch_text01:103 | patch_text01:104 | patch_text01:106 | patch_text01:107,"Boosts the DEF of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d3}%. | Reduces the training time of Compassionate, Sociable, Friendly, and
Opportunistic Digimon by {d0}%. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,30,12,1,стратегический просветленный и хитрый на,patch_text01:153 | patch_text01:154 | patch_text01:155 | patch_text01:156 | patch_text01:157,"Boosts the HP of Astute, Strategic, Enlightened, and Sly Digimon by
{d0}%. | Boosts the EXP gained in battle by Astute, Strategic, Enlightened,
and Sly battle and reserve Digimon by {d0}% for each Agent Rank. | Reduces the training time of Astute, Strategic, Enlightened, and Sly
Digimon by {d0}%. | Boosts the damage dealt by Extra Strikes of Astute, Strategic,
Enlightened, and Sly Digimon by {d0}%. | Boosts the SPD of Astute, Strategic, Enlightened, and Sly Digimon by
{d6}%.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,12,1,он использует свой специальный прием,patch_text01:digimon_0707_profile | patch_text01:digimon_0711_profile | patch_text01:digimon_0718_profile | patch_text01:digimon_0720_profile | patch_text01:digimon_0722_profile,"A Mammal Digimon clad head-to-toe in a sturdy
carapace. It is easy-going and courteous, but it
sometimes pushes its luck. Armadillomon is a
descendant of the same ancient species as
Veemon, so it can perform a special Armor
Digivolution. It uses its special move Diamond
Shell to launch its curled-up body at the
enemy. | An Armored Dragon Digimon completely sheathed
in hardened skin. Tough protuberances cover it all
over, giving its charge attack incredible destructive
power. Although as an herbivore it lacks ferocity,
Ankylomon displays a brave nature nevertheless. It
uses its special move Tail Hammer to ferociously
beat the enemy with the iron ball on the tip of its
tail. Any Digimon hit by this technique has its entire
skeleton (or wireframe) utterly obliterated. | A giant Warrior Digimon donning armor of heavy
Chrondigizoid. Despite the weight of its armor,
Knightmon possesses the strength to wield its
beloved sword with ease. One theory claims that it
wears such substantial armor in order to prevent its
awesome power from causing it to go berserk.
Knightmon is a faithful Digimon whose existence is
founded on loyal service. It adopts the attributes of
its master as its own faith, laboring either in the
service of justice or wickedness. It uses its special
move Berserk Sword to cleave all things in two with
a rampaging swing of its blade. | A Beast Man Digimon DNA Digivolved from Aquilamon
and Gatomon. Silphymon has tremendously strong
legs, and is said to be able to leap high into the sky.
Upon reaching these heights, it then spreads its arms
and sails through the air like a glider. Silphymon uses
the radar devices on its ears to gather information,
then visually processes this data for viewing on its
head-mounted display, allowing it to pinpoint an
enemy's location, day or night. It uses its special move
Top Gun to extend its arms to fire an energy bomb. | An Android Digimon that Digivolved from Gargomon.
Going by the nickname ""Keen Hound,"" Rapidmon
brings down foes with precise movements at
near-lightspeed. It can even move around in pitch
darkness by utilizing its massive ear-shaped radars,
which also allow it to detect foes from a distance.
Its profile is evocative of a shaved poodle. During
battle, the protector on Rapidmon's neck will shut.
It uses its special move Golden Triangle to unleash
a beam of light from its body that breaks foes down
into bits of data.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,12,1,урон повышенный урон по целям,patch_text01:21782 | patch_text01:23152 | patch_text01:24512 | patch_text01:26042 | patch_text01:27332,"[Target: 1 enemy] Performs {is28}{image(ui_icon_skill_000)} Null physical attack at
power 80. If target's Attribute is anything other than
No Data: Increased damage. Increased damage to
targets with Mineral Trait. | [Target: All enemies] Performs {is28}{image(ui_icon_skill_009)} Light magic attack
at power 140. Consumes all SP. Causes KO from attack
recoil. The lower the user's SP, the lower the damage.
Increased damage to targets with Deity Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_005)} Electricity magic attack at power 90.
The greater the user's stat buffs, the greater the damage.
Increased damage to targets with Alien Trait. | [Target: All enemies] Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at
power 20 x 4 hits. If target is affected by status
abnormalities or {is28}{image(ui_icon_btlStatus_012)} Injury/{is28}{image(ui_icon_btlStatus_013)} Disease: Increased
damage. Increased damage to targets with Fire Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at power 90.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: Increased
damage. Increased damage to targets with Humanoid Trait.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,12,12,1,урон повышенный урон по целям с,patch_text01:21782 | patch_text01:23152 | patch_text01:24512 | patch_text01:26042 | patch_text01:27332,"[Target: 1 enemy] Performs {is28}{image(ui_icon_skill_000)} Null physical attack at
power 80. If target's Attribute is anything other than
No Data: Increased damage. Increased damage to
targets with Mineral Trait. | [Target: All enemies] Performs {is28}{image(ui_icon_skill_009)} Light magic attack
at power 140. Consumes all SP. Causes KO from attack
recoil. The lower the user's SP, the lower the damage.
Increased damage to targets with Deity Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_005)} Electricity magic attack at power 90.
The greater the user's stat buffs, the greater the damage.
Increased damage to targets with Alien Trait. | [Target: All enemies] Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at
power 20 x 4 hits. If target is affected by status
abnormalities or {is28}{image(ui_icon_btlStatus_012)} Injury/{is28}{image(ui_icon_btlStatus_013)} Disease: Increased
damage. Increased damage to targets with Fire Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at power 90.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: Increased
damage. Increased damage to targets with Humanoid Trait.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,26,11,9,у меня такое чувство что,patch_text01:f_d0900_0010_0090 | patch_text01:f_d1402_0010_0010 | patch_text01:aigio_001_1_reaction_char_AEGIOMON | patch_text01:shaw_001_4_reaction_char_SHAWUJINMON | patch_text01:common044_0_child_courage,"Uh-oh. This isn't working... And I get the feeling this
isn't the first time! | You know, I have a feeling that elevator works... | I dunno... For some reason, I get the feeling it wouldn't work... | I get the feeling you'd really do it, too! You've got my trust. | I get the feeling I'm most at ease when I'm with you.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,10,10,2,я буду ждать тебя в,patch_text01:sub_030_029_1 | patch_text01:sub_050_152_1 | patch_text01:sub_900_162_2 | patch_text01:sub_900_217_1 | patch_text01:sub_910_171_1,"Having a band would make the party more lively. I need your
help. I'll be waiting for you in Gear Forest Village.

View Mission Details {decision} | There's something I want to do and I need your help. I'll be
waiting for you in downtown Central Town.

View Mission Details {decision} | Looks like you beat the Card King. You've earned the right to
see me. I'll be waiting for you in Shinjuku. | I need to talk to you. I'll be waiting for you in a back alley of
Akihabara.

View Mission Details {decision} | I found a picture of me back in high school. Come join me for
a reminiscing sesh! I'll be waiting for you at the office.

View Mission Details {decision}","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,9,9,1,повышенный урон повышенный урон по,patch_text01:21782 | patch_text01:26042 | patch_text01:27332 | patch_text01:27391 | patch_text01:23761,"[Target: 1 enemy] Performs {is28}{image(ui_icon_skill_000)} Null physical attack at
power 80. If target's Attribute is anything other than
No Data: Increased damage. Increased damage to
targets with Mineral Trait. | [Target: All enemies] Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at
power 20 x 4 hits. If target is affected by status
abnormalities or {is28}{image(ui_icon_btlStatus_012)} Injury/{is28}{image(ui_icon_btlStatus_013)} Disease: Increased
damage. Increased damage to targets with Fire Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at power 90.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: Increased
damage. Increased damage to targets with Humanoid Trait. | [Target: All enemies]
Performs {is28}{image(ui_icon_skill_009)} Light magic attack at power 55.
If target has already acted: Increased damage. {d0}
Increased damage to targets with Machine Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_000)} Null magic attack at power 90.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: Increased
damage. Increased damage to targets with Amphibian Trait.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,9,9,1,повышенный урон повышенный урон по целям,patch_text01:21782 | patch_text01:26042 | patch_text01:27332 | patch_text01:27391 | patch_text01:23761,"[Target: 1 enemy] Performs {is28}{image(ui_icon_skill_000)} Null physical attack at
power 80. If target's Attribute is anything other than
No Data: Increased damage. Increased damage to
targets with Mineral Trait. | [Target: All enemies] Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at
power 20 x 4 hits. If target is affected by status
abnormalities or {is28}{image(ui_icon_btlStatus_012)} Injury/{is28}{image(ui_icon_btlStatus_013)} Disease: Increased
damage. Increased damage to targets with Fire Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at power 90.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: Increased
damage. Increased damage to targets with Humanoid Trait. | [Target: All enemies]
Performs {is28}{image(ui_icon_skill_009)} Light magic attack at power 55.
If target has already acted: Increased damage. {d0}
Increased damage to targets with Machine Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_000)} Null magic attack at power 90.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: Increased
damage. Increased damage to targets with Amphibian Trait.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,17,8,1,повышает получаемый в бою опыт,patch_text01:54 | patch_text01:63 | patch_text01:75 | patch_text01:91 | patch_text01:106,"Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,17,8,1,повышает получаемый в бою опыт для,patch_text01:54 | patch_text01:63 | patch_text01:75 | patch_text01:91 | patch_text01:106,"Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,17,8,1,получаемый в бою опыт для,patch_text01:54 | patch_text01:63 | patch_text01:75 | patch_text01:91 | patch_text01:106,"Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank. | Boosts the EXP gained in battle by Compassionate, Sociable, Friendly,
and Opportunistic battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,8,3,из семи великих повелителей демонов,patch_text01:1190120008 | patch_text01:1190130001 | patch_text01:f_d0204_0600_0010 | patch_text01:f_d0902_0010_0050 | patch_text01:f_d0904_0210_0030,"...but I never would have suspected one of the Seven Great
Demon Lords. Luckily for us, it's a fake. Let's take it down! | My, my! One of the Seven Great Demon Lords! I had only ever
heard of them in rumors! | Fake or not, one of the Seven Great Demon Lords certainly made
for a fearsome foe. | But the enemies keep coming, though! What's more, that
there is Creepymon, of the Seven Great Demon Lords! | The enemy was summoned by the Akashic Records and
is based on one of the Seven Great Demon Lords.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,8,1,позволяя тем кто его экипирует,patch_text01:digimon_0139_profile | patch_text01:digimon_0141_profile | patch_text01:digimon_0142_profile | patch_text01:digimon_0144_profile | patch_text01:digimon_0145_profile,"An Armor Beast Digimon that has Digivolved through
the Digi-Egg of Friendship. The Digi-Egg of Friendship
has the attribute of Thunder, allowing those who
equip it to move with the speed of lightning to face
off against their foes, then defeat them with
electrically-charged attacks. Lighdramon's special
move is Lightning Blade, which shoots an electric
sword from the lightning-imbued blade on its head. | An Armor Beast Digimon that has Digivolved with
the Digi-Egg of Love. The Digi-Egg of Love has the
attribute of Wind, allowing those who equip it to
spread their wings and soar through the heavens,
like a gale whipping through the ether. When it
comes to aerial combat, Halsemon outclasses
enemy Digimon in speed and attack power. Its
special move is Tempest Wing, which generates
massive tornadoes from its spinning body. | An Armor Mutant Digimon that has Digivolved with
the Digi-Egg of Sincerity. The Digi-Egg of Sincerity
has the attribute of Plant, allowing those who
equip it to blend in with nature, hiding in wind like
a floating leaf only to appear in the enemy's blind
spot and land a precise attack. Shurimon is the
epitome of a ninja. Named after its shuriken, its
special move is Double Stars, with which it hurls
the giant shuriken on its back at the enemy from
high in the air. | An Armor Insectoid Digimon that has Digivolved
with the Digi-Egg of Knowledge. The Digi-Egg of
Knowledge has the attribute of Earth, allowing
those who equip it to manipulate the very ground.
As its unique form suggests, Digmon never loses
against other Digimon in underground combat.
Its special move is Gold Rush, which rotates the
drills on its nose and hands at high speed to
unleash a concentrated strike. | An Armor Aquatic Digimon that has Digivolved
with the Digi-Egg of Reliability. The Digi-Egg of
Reliability has the attribute of Water, allowing
those who equip it to demonstrate their true
power underwater. Submarimon swims freely
through the vast oceans, and the skills it unleashes
in underwater battles can only be rivaled by other
Aquatic Digimon. Its special move is Oxygen
Homing, which fires super-compressed oxygen.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,8,1,тренировочный предмет дигифермы значительно повышает,patch_text01:29004 | patch_text01:29009 | patch_text01:29010 | patch_text01:29011 | patch_text01:29012,"A Digifarm training item.
Greatly boosts ATK.
Shifts Personality toward Heart and Affection. | A Digifarm training item.
Greatly boosts HP.
Shifts Personality toward Heart. | A Digifarm training item.
Greatly boosts SP.
Shifts Personality toward Understanding. | A Digifarm training item.
Greatly boosts DEF.
Shifts Personality toward Heart and Companionship. | A Digifarm training item.
Greatly boosts INT.
Shifts Personality toward Understanding and Companionship.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,22,7,4,сделаю все что в моих силах,patch_text01:f_d0305_0010_0040 | patch_text01:f_d0905_0080_0090 | patch_text01:chdes_001_1_reaction_char_CHRONOMON_DESTROY | patch_text01:bota_001_1_reaction_char_BOTAMON | patch_text01:common035_1_reaction_child_courage,"""You are my savior. I shall do everything in my power to
repay your kindness."" | Yeah, yeah... I'll give it my best. Come on, partner. Let's
do this. | Then resist until the very end. I shall do all I can to assist you. | Sure! I'll do my best, too! | Right. I need to if I'm going to protect what matters to me.
I'll do my best...","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,7,1,наносит физическую атаку огонь силой,patch_text01:20441 | patch_text01:26791 | patch_text01:26761 | patch_text01:27381 | patch_text01:20492,"[Target: 1 enemy]
Either performs {is28}{image(ui_icon_skill_001)} Fire physical attack at power 110,
or 100% chance of 10% reduction to SPD for 3 turns. | [Target: All enemies]
Performs {is28}{image(ui_icon_skill_001)} Fire physical attack at power 20 x 2 hits.
{d0}Increased damage to targets with Immortal Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_001)} Fire physical attack at power 35 x 2 hits.
{d0}Increased damage to targets with Immortal Trait. | [Target: All enemies] Performs {is28}{image(ui_icon_skill_001)} Fire physical attack
at power 115. 100% chance to apply 30% reduction to
user's DEF for 3 turns. Immobilized next turn.
Increased damage to targets with Evil Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_001)} Fire physical attack at power 90.
If target's Generation is greater than user's: Increased damage.
Increased damage to targets with Humanoid Trait.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,8,7,1,силой если цель под действием,patch_text01:25921 | patch_text01:21031 | patch_text01:23991 | patch_text01:21301 | patch_text01:27332,"[Target: 1 enemy] Performs {is28}{image(ui_icon_skill_003)} Plant physical attack at power 60.
If target is affected by {is28}{image(ui_icon_btlStatus_000)} Poison/{is28}{image(ui_icon_btlStatus_005)} Deadly Poison/{is28}{image(ui_icon_btlStatus_004)} Sleep/
{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: 25% chance to apply Instant Death.
Increased damage to targets with Insectoid Trait. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_004)} Water physical attack at power 45.
If target is affected by {is28}{image(ui_icon_btlStatus_002)} Confusion/{is28}{image(ui_icon_btlStatus_007)} Chaos:
25% chance to apply Instant Death. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_004)} Water magic attack at power 60.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber:
Increased damage. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_004)} Water physical attack at power 60.
If target is affected by {is28}{image(ui_icon_btlStatus_002)} Confusion/{is28}{image(ui_icon_btlStatus_007)} Chaos: 25% chance
to apply Instant Death. | [Target: 1 enemy]
Performs {is28}{image(ui_icon_skill_002)} Ice magic attack at power 90.
If target is affected by {is28}{image(ui_icon_btlStatus_004)} Sleep/{is28}{image(ui_icon_btlStatus_009)} Deep Slumber: Increased
damage. Increased damage to targets with Humanoid Trait.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,11,6,2,я номер из братьев вейдемон,patch_text01:g_shop310_0010_0010 | patch_text01:g_shop310_0010_0020 | patch_text01:g_shop310_0010_0030 | patch_text01:g_shop311_0010_0010 | patch_text01:g_shop311_0010_0020,"I'm Number 160 of the 160 Vademon Brothers, the baby of the family!
If ya wanna enter a Peckmon Race, ya gotta buy a {fc9Vade Pass}! | I'm Number 160 of the 160 Vademon Brothers,
the baby of the family! Nice to have ya back! | I'm Number 160 of the 160 Vademon Brothers. I heard ya were
a star at my brother's place! Good luck here, too. | I'm Number 108 of the 160 Vademon Brothers.
If ya wanna enter a Peckmon Race, ya gotta buy a {fc9Vade Pass}! | I'm Number 108 of the 160 Vademon Brothers.
Nice to have ya back!","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,20,4,4,у меня все еще есть,patch_text01:f_d0213_0040_0030 | patch_text01:common049_0_child_courage | patch_text01:common049_0_male_courage | patch_text01:common049_0_female_courage | patch_text01:common049_0_old_courage,"While I would love to speak with you all now, I still have
patients to attend to, so it will have to wait. | I've still got the gumption and gusto to fight on the front lines!","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,для сражающихся и запасных дигимонов,patch_text01:5 | patch_text01:19 | patch_text01:33 | patch_text01:42 | patch_text01:54,"Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,для сражающихся и запасных дигимонов с,patch_text01:5 | patch_text01:19 | patch_text01:33 | patch_text01:42 | patch_text01:54,"Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,если текущая черта совпадает с,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,если текущая черта совпадает с базовой,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,значения характеристик на если текущая,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,значения характеристик на если текущая черта,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,и запасных дигимонов с чертами,patch_text01:5 | patch_text01:19 | patch_text01:33 | patch_text01:42 | patch_text01:54,"Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,на если текущая черта совпадает,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,на если текущая черта совпадает с,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,при эволюции дигимонов с чертами,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,с базовой чертой цели эволюции,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,снижает требуемые значения характеристик на,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,снижает требуемые значения характеристик на если,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,совпадает с базовой чертой цели,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,совпадает с базовой чертой цели эволюции,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,сражающихся и запасных дигимонов с,patch_text01:5 | patch_text01:19 | patch_text01:33 | patch_text01:42 | patch_text01:54,"Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,сражающихся и запасных дигимонов с чертами,patch_text01:5 | patch_text01:19 | patch_text01:33 | patch_text01:42 | patch_text01:54,"Boosts the EXP gained in battle by Brave, Zealous, Daring, and
Reckless battle and reserve Digimon by {d0}% for each Agent Rank. | Boosts the EXP gained in battle by Adoring, Devoted, Tolerant, and
Overprotective battle and reserve Digimon by {d0}% for each Agent
Rank.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
repeated_ngram,low,16,4,1,текущая черта совпадает с базовой,patch_text01:10 | patch_text01:18 | patch_text01:34 | patch_text01:46 | patch_text01:56,"When Digivolving Brave, Zealous, Daring, and Reckless Digimon,
reduces required stat values by {d0}% if current Personality and
Digivolution target's Base Personality match. | When Digivolving Adoring, Devoted, Tolerant, and Overprotective
Digimon, reduces required stat values by {d0}% if current Personality
and Digivolution target's Base Personality match.","Повторяемый шаблон; проверять выборочно, массовая замена запрещена."
